Name,Brand,Category,Stability,Speed,Glide,Turn,Fade,URL,ThumbnailURL
Cheetah,Innova,Control Drivers,Neutral,6,4,-2,2,https://infinitediscs.com/Innova-Cheetah,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_85234753-b4f7-4edf-9a3b-32d63cd9e6c2Innova Cheetah DX.jpg

Dragon,Innova,Control Drivers,Neutral,7.9,4.9,-2.3,1.8,https://infinitediscs.com/Innova-Dragon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b8c48f72-b1aa-4087-a192-5e4f284cdb94Innova Dragon DX.jpg

Eagle,Innova,Control Drivers,Overstable,7,4,-0.9,3,https://infinitediscs.com/Innova-Eagle,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b50f1ec4-51b9-4e29-b44b-90ee624d1302Innova Eagle DX.jpg

Firebird,Innova,Control Drivers,Very Overstable,9,3.1,0,4,https://infinitediscs.com/Innova-Firebird,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a935e349-047d-479f-ad06-d9f3772e37cdInnova Firebird DX.jpg

FL,Innova,Control Drivers,Overstable,9,3.2,0,2,https://infinitediscs.com/Innova-Firebird-FL,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7c9b1978-f773-49fc-aa46-5f7eb6c86c6bInnova FL Star.jpg

Gargoyle,Innova,Control Drivers,Overstable,6,3,-1,2,https://infinitediscs.com/Innova-Gargoyle,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_463d15-98a6.JPG

Gazelle,Innova,Control Drivers,Overstable,6,4,-0.2,1.9,https://infinitediscs.com/Innova-Gazelle,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6af44064-8acb-431c-bf29-26893505dee2Innova Gazelle DX.jpg

Leopard,Innova,Control Drivers,Understable,6,5,-1.9,1,https://infinitediscs.com/Innova-Leopard,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2e0e4051-eebf-4f1c-b75e-25d5cbb35981Innova Leopard Star.jpg

Leopard3,Innova,Control Drivers,Understable,7,5.1,-1.8,1.1,https://infinitediscs.com/Innova-Leopard3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4a84978e-90e8-44b0-a1a0-20eca6ffdfdcDSC08897.JPG

Pegasus,Innova,Control Drivers,Overstable,7,3.9,-0.8,3,https://infinitediscs.com/Innova-Pegasus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d52f651a-0d68-4f66-afa3-5a3336dc2c32100_4571.JPG

Python,Innova,Control Drivers,Overstable,7,3,-1,2,https://infinitediscs.com/Innova-Python,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_19dc7cc6-b586-41b8-b5cb-6463982c9c99100_4569.JPG

Ram,Innova,Control Drivers,Very Overstable,6.3,4,1,4,https://infinitediscs.com/Innova-Ram,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_564ad0-a426.JPG

Raven,Innova,Control Drivers,Neutral,6,4,-2,2,https://infinitediscs.com/Innova-Raven,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ea085e80-aa68-4c1b-bedc-59e2bea0253f100_4578.JPG

Roadrunner,Innova,Control Drivers,Very Understable,9,5.1,-3.8,1.1,https://infinitediscs.com/Innova-Roadrunner,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dc0829bf-7dce-4b01-92cc-3757e7b42217Innova Roadrunner Champion.jpg

Savant,Innova,Control Drivers,Overstable,8.9,5,-0.9,2.1,https://infinitediscs.com/Innova-Savant,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Big-savey.JPG

Sidewinder,Innova,Control Drivers,Understable,9,5,-2.8,1.1,https://infinitediscs.com/Innova-Sidewinder,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f1323bd7-adea-4c5e-a4f4-f473a87451f1Innova Sidewinder DX.jpg

TeeBird,Innova,Control Drivers,Overstable,7,5,-0.1,2,https://infinitediscs.com/Innova-TeeBird,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_de383b0f-dea5-4830-9d25-a4349cf26c30Innova Teebird DX.jpg

TeeBird +,Innova,Control Drivers,Overstable,7,5,0,2,https://infinitediscs.com/Innova-TeeBird-,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dd55127d-665d-4bcc-b1e2-d7415730d91fDSC01774.JPG

TeeBird3,Innova,Control Drivers,Overstable,8,4.1,0,2.1,https://infinitediscs.com/Innova-TeeBird3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_6.JPG

Thunderbird,Innova,Control Drivers,Overstable,9,5,-0.1,2.1,https://infinitediscs.com/Innova-Thunderbird,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e224896d-504a-4d79-bb9d-cb6e58cc746fDSC02560.JPG

TL,Innova,Control Drivers,Overstable,7,5.1,-0.2,1,https://infinitediscs.com/Innova-TL,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fb9d3a49-c33a-4129-a7df-3e1d5984ff0dInnova TL Champion.jpg

TL3,Innova,Control Drivers,Overstable,8,4.1,-0.5,1,https://infinitediscs.com/Innova-TL3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e1e78d-3492.JPG

Valkyrie,Innova,Control Drivers,Neutral,8.9,4.1,-2,2,https://infinitediscs.com/Innova-Valkyrie,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8ab52817-a66c-482c-b182-ab0c148493a5Innova Valkyrie Star.jpg

Viking,Innova,Control Drivers,Overstable,9,4,-1,2,https://infinitediscs.com/Innova-Viking,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_08503b4e-8f91-4d9c-8388-68e996a0dd1e100_4323.JPG

Viper,Innova,Control Drivers,Very Overstable,6.1,4.1,1,5,https://infinitediscs.com/Innova-Viper,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_49b3d84c-a459-4b59-8d72-c7a7f3be14f1Innova Viper DX.jpg

Whippet,Innova,Control Drivers,Very Overstable,6,3.1,0.9,4.9,https://infinitediscs.com/Innova-Whippet,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ed99a877-1c7b-4e0a-9460-e948271c275cInnova Whippet DX.jpg

Atlas,Innova,Mid Range,Overstable,5,4.8,-0.1,1,https://infinitediscs.com/Innova-Atlas,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ede0afd2-15c6-4024-b0a2-7622bbf042ebInnova Atlas Star Mix.jpg

Avatar,Innova,Mid Range,Overstable,5,4.1,0,2,https://infinitediscs.com/Innova-Avatar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6bee76-5816.JPG

Barracuda,Innova,Mid Range,Overstable,5,4,-2,3,https://infinitediscs.com/Innova-Barracuda,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bar.JPG

Bulldog,Innova,Mid Range,Overstable,4,3,0,2,https://infinitediscs.com/Innova-Bulldog,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9e47b99e-76f1-428b-809f-248032d7000f100_4581.JPG

Caiman,Innova,Mid Range,Very Overstable,5,2.4,0,3.6,https://infinitediscs.com/Innova-Caiman,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4d157f-f0bd.JPG

Cobra,Innova,Mid Range,Neutral,4,5,-2,1.9,https://infinitediscs.com/Innova-Cobra,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9e80eb63-d3aa-46c0-9d90-ebc43ff21394Innova Cobra DX.jpg

Commander,Innova,Mid Range,Very Overstable,5.2,3.2,0,3.8,https://infinitediscs.com/Innova-Commander,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03592.jpg

Condor,Innova,Mid Range,Overstable,3,4.2,-0.1,1.8,https://infinitediscs.com/Innova-Condor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_99683b4e-a5bc-4ac5-89a7-9908fb4573c6100_4344.JPG

Coyote,Innova,Mid Range,Neutral,4,4.5,-0.7,1.3,https://infinitediscs.com/Innova-Coyote,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e3d7337f-b1c2-4226-a2cd-088a3b2a3cb4Innova Coyote Star.jpg

Cro,Innova,Mid Range,Overstable,4.9,3,0,2,https://infinitediscs.com/Innova-Cro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_18685a3f-5e8a-42fa-b8cc-eb1a4068e8f0Cro-DX.jpg

Croc,Innova,Mid Range,Very Overstable,5.3,2.1,0.1,4.8,https://infinitediscs.com/Innova-Croc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC01961.jpg

Foxbat,Innova,Mid Range,Understable,5,5.9,-1,0,https://infinitediscs.com/Innova-Foxbat,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ef17b52d-8a0f-4dfa-8e1d-61ed1e2f29a1Foxbat-Overhead.jpg

Gator,Innova,Mid Range,Overstable,5,2.1,0,3.1,https://infinitediscs.com/Innova-Gator,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a7f4f63f-d219-4dd4-a074-b898403152f83.jpg

Gator3,Innova,Mid Range,Overstable,4.9,2.1,0,3,https://infinitediscs.com/Innova-Gator3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_54.JPG

Griffin,Innova,Mid Range,Very Overstable,5,3,1,3,https://infinitediscs.com/Innova-Griffin,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dc4b183a-28a5-4640-a90a-fc287f126772100_4580.JPG

Jaguar,Innova,Mid Range,Understable,5.5,6,-3,2,https://infinitediscs.com/Innova-Jaguar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8de170-facc.JPG

King Cobra,Innova,Mid Range,Overstable,4.1,5,0,1.9,https://infinitediscs.com/Innova-King-Cobra,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2b7a443f-0f6b-4365-b123-f993c625c194Innova King Cobra Champion.jpg

Kite,Innova,Mid Range,Understable,5,6,-2.9,1,https://infinitediscs.com/Innova-Kite,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d4e07c8e-463a-4f15-b3c8-3c7bd42f6357Innova Kite Star.jpg

Lion,Innova,Mid Range,Overstable,5,3.9,0,1.9,https://infinitediscs.com/Innova-Lion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05012.JPG

Lycan,Innova,Mid Range,Overstable,4,5,0,1,https://infinitediscs.com/Innova-Lycan,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f50bfce8-3744-4645-a7e1-64b26b8fcd8e100_4310.JPG

Makani,Innova,Mid Range,Understable,2,7,-2,0,https://infinitediscs.com/Innova-Makani,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_smallmakani.JPG

Mako,Innova,Mid Range,Neutral,4,5,-0.1,0,https://infinitediscs.com/Innova-Mako,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_78b72475-3628-4779-b12c-526fbf857a04Innova Mako Star.jpg

Mako3,Innova,Mid Range,Neutral,5,4.2,-0.1,0.1,https://infinitediscs.com/Innova-Mako3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_547ae85e-138a-4a27-9eda-c688cbdab575Innova Mako 3 Champion.jpg

Manta,Innova,Mid Range,Understable,5,5,-2.7,1.1,https://infinitediscs.com/Innova-Manta,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_77f568-6063.JPG

Panther,Innova,Mid Range,Understable,5,4,-1.9,1,https://infinitediscs.com/Innova-Panther,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_09f37392-a2b0-4b13-993a-c0dc0c058cbaInnova Panther Champion.jpg

Rancho Roc,Innova,Mid Range,Overstable,4,4,0,2.9,https://infinitediscs.com/Innova-Rancho-Roc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0a2118ab-b506-4343-9ebd-b6da66e37671100_4441.JPG

Rat,Innova,Mid Range,Overstable,4,2.4,0,2.6,https://infinitediscs.com/Innova-Rat,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Ratata2.JPG

Roc,Innova,Mid Range,Overstable,4,4.1,-0.1,2.6,https://infinitediscs.com/Innova-Roc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_79afdf54-66c2-46c9-bbe7-c27f9e7ed40bInnova Roc DX.jpg

Roc +,Innova,Mid Range,Overstable,4,5,0,2,https://infinitediscs.com/Innova-Roc-,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3a7c89c5-eb44-46e4-a0b7-ae4618b3d14eDSC05019.jpg

Roc3,Innova,Mid Range,Overstable,5,4.1,-0.1,2.7,https://infinitediscs.com/Innova-Roc3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5bc122fa-bfcd-43fd-a5b3-77056ec0ffc2DSC08847.JPG

RocX3,Innova,Mid Range,Overstable,5,4,0,3.3,https://infinitediscs.com/Innova-RocX3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5cf0cc-487d.JPG

Scorpion,Innova,Mid Range,Overstable,5,5,-1,2,https://infinitediscs.com/Innova-Scorpion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_scorpion.JPG

Shark,Innova,Mid Range,Overstable,4,4,-0.2,1.8,https://infinitediscs.com/Innova-Shark,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0362ee8d-889a-4591-970c-d45b0e591a89Innova Shark DX.jpg

Shark3,Innova,Mid Range,Overstable,5,4.1,-0.1,1.9,https://infinitediscs.com/Innova-Shark3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_09f6277e-109a-44fa-bae9-6ecee27d8724Innova Shark 3 Champion.jpg

Skeeter,Innova,Mid Range,Neutral,4.9,5,-0.9,0.9,https://infinitediscs.com/Innova-Skeeter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c5b809ae-ea3c-46ff-8f70-637e04928da9Innova Skeeter Star.jpg

Spider,Innova,Mid Range,Overstable,5,3.1,0,1.1,https://infinitediscs.com/Innova-Spider,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e8d5ce3f-40da-4de0-9225-7898ae480d1fInnova Spider DX.jpg

Stingray,Innova,Mid Range,Understable,4,4.9,-2.8,1,https://infinitediscs.com/Innova-Stingray,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_75c404ac-2219-4556-a0a7-ed736dc9c3b6Innova Stingray Star.jpg

Super Stingray,Innova,Mid Range,Neutral,4,5,-1,1,https://infinitediscs.com/Innova-Super-Stingray,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_42b29da1-b710-4ce3-ae35-803fd7a47da8Innova Super Stingray Champion.jpg

VCobra,Innova,Mid Range,Overstable,5,5.1,-1,1.9,https://infinitediscs.com/Innova-VCobra,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_64a59dd8-3322-4ce1-abc8-c7151706afcfstar-vcobra-green.jpg

VRoc,Innova,Mid Range,Overstable,4,3.9,0,1.7,https://infinitediscs.com/Innova-VRoc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d4a984a9-a091-4875-b283-b2329408690d8.jpg

Wedge,Innova,Mid Range,Understable,4,3.1,-3.1,1,https://infinitediscs.com/Innova-Wedge,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_68cca88c-e674-46fa-8a1d-271113fcfef6Innova Wedge DX.jpg

Wolf,Innova,Mid Range,Very Understable,4,3.1,-3.9,0.9,https://infinitediscs.com/Innova-Wolf,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_93cb177d-123c-4c89-8c7a-64b4f12e33e3Innova Wolf DX.jpg

Wombat,Innova,Mid Range,Neutral,5,6,-1.2,0.8,https://infinitediscs.com/Innova-Wombat,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6399a5c6-68ee-4ff2-9f0c-8d27cdf0dd00Innovagstar-wombat.jpg

Wombat3,Innova,Mid Range,Understable,5,5.8,-1.2,0.1,https://infinitediscs.com/Innova-Wombat3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_wombat3.JPG

Ace,Innova,Putters,Understable,2,3,-2.1,1,https://infinitediscs.com/Innova-Ace,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1b6ef839-5b83-4cab-99e3-e6271479ec78100_4585.JPG

Aero,Innova,Putters,Neutral,3,6,-0.3,0,https://infinitediscs.com/Innova-Aero,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_75454939-49d0-4c8a-920f-ac01b4ef1d27Innova Aero DX.jpg

Aviar,Innova,Putters,Overstable,2,3,0,1,https://infinitediscs.com/Innova-Aviar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_084c81c0-9ff2-483a-9f3b-08d7482f8dc4Innova Aviar DX.jpg

Aviar Classic,Innova,Putters,Neutral,2,3,0,0,https://infinitediscs.com/Innova-Aviar-Classic,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1e16c26b-d4d2-4500-910d-69fa6fd9e10bInnova Aviar Classic DX.jpg

Aviar Driver,Innova,Putters,Overstable,2,3,0,1.9,https://infinitediscs.com/Innova-Aviar-Driver,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_cd98b3-0d12.JPG

Aviar Yeti,Innova,Putters,Overstable,2,2.9,0,1,https://infinitediscs.com/Innova-Aviar-Yeti,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_68e85905-6b84-4fc5-9ca1-ee73adbcd59dInnova Aviar Yeti Pro.jpg

Aviar-X (JK),Innova,Putters,Overstable,2,3,0,1.9,https://infinitediscs.com/Innova-Aviar-X-(JK),https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_26660e49-ad20-4aa8-9a5b-d00e7d841d77Innova Aviar JK Pro.jpg

Aviar3,Innova,Putters,Overstable,3,2.1,0,1.9,https://infinitediscs.com/Innova-Aviar3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2ec139-1fc5.JPG

AviarX3,Innova,Putters,Overstable,3,2.1,0,3,https://infinitediscs.com/Innova-AviarX3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_rezzies_12.JPG

Birdie,Innova,Putters,Neutral,1,2,0,0,https://infinitediscs.com/Innova-Birdie,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bb23825e-5bb0-4ef5-96e8-b907e3b3a07cInnova Birdie DX.jpg

Bullfrog,Innova,Putters,Overstable,3,1.2,0,1,https://infinitediscs.com/Innova-Bullfrog,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bullfrogmed.jpg

Classic Roc,Innova,Putters,Overstable,3,3,0,2,https://infinitediscs.com/Innova-Classic-Roc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9111b04d-b00b-44a8-84ac-f3930dcb6813Innova Classic Roc DX.jpg

Colt,Innova,Putters,Neutral,3.1,3.3,-0.9,1,https://infinitediscs.com/Innova-Colt,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_41b20783-c6f9-4c02-b7b3-dcf8f28a1515DSC05223.JPG

Coupe,Innova,Putters,Neutral,2,3,-1,1,https://infinitediscs.com/Innova-Coupe,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ce29b520-43b0-4573-a702-1484088a89b1100_4575.JPG

Croc,Innova,Putters,Very Overstable,5.3,2.1,0.1,4.8,https://infinitediscs.com/Innova-Croc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC01961.jpg

Dart,Innova,Putters,Neutral,3.1,4.1,0,0.1,https://infinitediscs.com/Innova-Dart,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1322fc86-0b68-4c8b-9ed8-fce5ddc06df0Innova Dart DX.jpg

Firefly,Innova,Putters,Overstable,2,3,0,0.9,https://infinitediscs.com/Innova-Firefly,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_630e04-2fec.JPG

Hammer,Innova,Putters,Overstable,2.2,2,-1,1.8,https://infinitediscs.com/Innova-Hammer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f15e3243-845e-4c69-832f-9014ab9492a4100_4566.JPG

Hawg,Innova,Putters,Overstable,2,1,0,3.3,https://infinitediscs.com/Innova-Hawg,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_hog.jpg

Hydra,Innova,Putters,Overstable,3,3,0,2.1,https://infinitediscs.com/Innova-Hydra,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a1784eb9-81a0-4ef4-b0af-728816f7d09bInnova Hydra DX.jpg

Invader,Innova,Putters,Overstable,3,2.1,0,1,https://infinitediscs.com/Innova-Invader,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_highres_26.JPG

KC Aviar,Innova,Putters,Overstable,2,3,0,2,https://infinitediscs.com/Innova-Aviar-KC-Pro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_edfc8070-2459-4d52-91ab-2e1a83b9d19d14.jpg

Mirage,Innova,Putters,Very Understable,3.1,4.1,-3,0.1,https://infinitediscs.com/Innova-Mirage,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1cd3c6ce-0e59-4f87-bfe9-70c701fb202cDSC02305.jpg

Nova,Innova,Putters,Neutral,2,3,0,0,https://infinitediscs.com/Innova-Nova,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_878db3b4-fcb1-41ba-8a39-8a27c9616418DSC00728.JPG

Pig,Innova,Putters,Overstable,3,1,0,3,https://infinitediscs.com/Innova-Pig,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_111099e4-145f-4836-ae89-37b7292f880eInnova Pig R-Pro.jpg

Polecat,Innova,Putters,Neutral,1,3,0,0,https://infinitediscs.com/Innova-Polecat,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_689576cf-9e0a-4f4a-b464-0f45b34599d2Innova Polecat DX.jpg

Rhyno,Innova,Putters,Overstable,2,1.2,0,2.8,https://infinitediscs.com/Innova-Rhyno,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_233e313c-437f-48b0-bd1d-0ea64585030dInnova Rhyno DX.jpg

RhynoX,Innova,Putters,Very Overstable,2,1,0,4,https://infinitediscs.com/Innova-RhynoX,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e93e56-bb12.JPG

Sonic,Innova,Putters,Very Understable,1,2.1,-3.9,0.1,https://infinitediscs.com/Innova-Sonic,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6a3c42b3-0ee3-45b1-bd3a-19288752e394Innova Sonic DX.jpg

Stud,Innova,Putters,Overstable,3,3,0,2,https://infinitediscs.com/Innova-Stud,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9f7e49a2-39b3-4748-bfcc-4dafc0571e63DSC02772.JPG

Warhog,Innova,Putters,Overstable,3,3,0,1,https://infinitediscs.com/Innova-Warhog,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1comingsoon_2.jpg

Wedge,Innova,Putters,Understable,4,3.1,-3.1,1,https://infinitediscs.com/Innova-Wedge,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_68cca88c-e674-46fa-8a1d-271113fcfef6Innova Wedge DX.jpg

Whale,Innova,Putters,Overstable,2,3.1,0,1,https://infinitediscs.com/Innova-Whale,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_137e56b1-2b3f-48c0-b0d5-8e2e51e816d41.jpg

XD,Innova,Putters,Neutral,3,4,-1,1,https://infinitediscs.com/Innova-XD,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b763376e-9866-45eb-9da6-40b8506feef7Innova XD DX.jpg

XD +,Innova,Putters,Neutral,3,4,-0.9,0.9,https://infinitediscs.com/Innova-XD-,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d0c80f48-184a-40fc-803f-f7bf1d387744DSC06442.JPG

Zephyr,Innova,Putters,Neutral,1.9,3.2,-0.1,0,https://infinitediscs.com/Innova-Zephyr,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8da84810-045e-4fdd-a381-f5d9fd532c84100_4345.JPG

Ballista,Latitude 64,Distance Drivers,Overstable,13.9,4.8,-0.9,2.9,https://infinitediscs.com/Latitude-64-Ballista,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c5673b3b-fb95-4846-a691-67cb91626e8cDSC09978.JPG

Ballista Pro,Latitude 64,Distance Drivers,Overstable,13.9,4.4,-0.3,2.9,https://infinitediscs.com/Latitude-64-Ballista-Pro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_BallistaPro_1.jpg

Blitz,Latitude 64,Distance Drivers,Very Overstable,11.9,3.3,0,3.8,https://infinitediscs.com/Latitude-64-Blitz,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_40e37a9c-39b1-45d4-b374-bb49f2ec659dL64 Blitz Opto.jpg

Bolt,Latitude 64,Distance Drivers,Overstable,13,6,-2.3,2.6,https://infinitediscs.com/Latitude-64-Bolt,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_079843c9-ad77-413f-99cd-15aa1078e9dcL64 Bolt Opto.jpg

Cutlass,Latitude 64,Distance Drivers,Overstable,12.9,4.9,0,3.3,https://infinitediscs.com/Latitude-64-Cutlass,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bc93c16c-297c-4295-8fb6-2e5cd78812c3DSC09985.JPG

Flow,Latitude 64,Distance Drivers,Overstable,11,5.9,-0.7,2.1,https://infinitediscs.com/Latitude-64-Flow,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e1b3450a-0fd4-4c70-a66c-062f2a896372L64 Flow Opto.jpg

Gladiator,Latitude 64,Distance Drivers,Overstable,13,5,0,3.3,https://infinitediscs.com/Latitude-64-Gladiator,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_glad.JPG

Halo,Latitude 64,Distance Drivers,Overstable,12.9,5,-0.6,2.8,https://infinitediscs.com/Latitude-64-Halo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_745cb55d-f554-462c-b501-1ce504ab8083L64 Halo Gold.jpg

Havoc,Latitude 64,Distance Drivers,Overstable,12.9,5.1,-1.3,2.6,https://infinitediscs.com/Latitude-64-Havoc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3a6dbb04-d10a-496e-ac65-bedcedafb2b0L64 Havoc Opto.jpg

Knight,Latitude 64,Distance Drivers,Overstable,14,4.2,-1.6,3.6,https://infinitediscs.com/Latitude-64-Knight,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d3cbcfe7-99d1-49d6-8dce-1bb9ee550f11DSC09382.jpg

Missilen,Latitude 64,Distance Drivers,Very Overstable,14.9,3.2,-0.4,4,https://infinitediscs.com/Latitude-64-Missilen,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a3c36349-e7b8-4ee1-ab6a-eb26e808aa792.jpg

Musket,Latitude 64,Distance Drivers,Overstable,10,5,-0.7,2.3,https://infinitediscs.com/Latitude-64-Musket,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0cfa1d-030f.JPG

