Name,Brand,Category,Stability,Speed,Glide,Turn,Fade,URL,ThumbnailURL
Renegade,Dynamic Discs,Distance Drivers,Overstable,11,5,-2.1,2.6,https://infinitediscs.com/Dynamic-Discs-Renegade,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fdf54de5-5edc-4643-9014-e1906d6c53ddDynamic Discs Renegade Lucid.jpg

Sergeant,Dynamic Discs,Distance Drivers,Overstable,11,4,0,2.6,https://infinitediscs.com/Dynamic-Discs-Sergeant,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_gooddisc.JPG

Sheriff,Dynamic Discs,Distance Drivers,Overstable,12.9,5.1,-1,2,https://infinitediscs.com/Dynamic-Discs-Sheriff,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f3f71e-fdd6.JPG

Trespass,Dynamic Discs,Distance Drivers,Overstable,11.9,5,-1.1,2.8,https://infinitediscs.com/Dynamic-Discs-Trespass,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_01562bd8-ee8d-4928-92ac-04a7a8bcefabDynamic Discs Trespass BioFuzion.jpg

Breakout,Dynamic Discs,Control Drivers,Overstable,8,5.1,-1.2,1.5,https://infinitediscs.com/Dynamic-Discs-Breakout,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3edf0a83-c812-484a-b0e8-2c20ceece8c4Dynamic-Discs-BioFuzion-Breakout-2016-GBO.jpg

Convict,Dynamic Discs,Control Drivers,Overstable,9,4.1,-0.6,2.8,https://infinitediscs.com/Dynamic-Discs-Convict,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC00520.jpg

Escape,Dynamic Discs,Control Drivers,Overstable,9,5.2,-0.9,1.9,https://infinitediscs.com/Dynamic-Discs-Escape,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4b5abd6f-8dc3-4bd6-bc59-0828b963aff4Dynamic Discs Escape BioFuzion.jpg

Felon,Dynamic Discs,Control Drivers,Very Overstable,9,3.6,0.2,3.9,https://infinitediscs.com/Dynamic-Discs-Felon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4d2ba00b-59e7-4cbf-bbcf-e8f98af48a4aDSC00003.JPG

Getaway,Dynamic Discs,Control Drivers,Overstable,9,5.1,-0.5,2.8,https://infinitediscs.com/Dynamic-Discs-Getaway,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_36.JPG

Maverick,Dynamic Discs,Control Drivers,Neutral,7.1,4.3,-1.6,1.8,https://infinitediscs.com/Dynamic-Discs-Maverick,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Maverick.JPG

Thief,Dynamic Discs,Control Drivers,Overstable,8,5,-1.4,1.7,https://infinitediscs.com/Dynamic-Discs-Thief,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1e65d464-4fba-4e97-a74b-c5e38978c10f100_4720.JPG

Vandal,Dynamic Discs,Control Drivers,Overstable,9,5,-1.3,2,https://infinitediscs.com/Dynamic-Discs-Vandal,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5774e2-90bd.JPG

Witness,Dynamic Discs,Control Drivers,Understable,8,6,-3,1,https://infinitediscs.com/Dynamic-Discs-Witness,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1305797c-a474-4442-8482-885021fe601a100_5513.JPG

EMac Truth,Dynamic Discs,Mid Range,Overstable,5,5,-0.2,1.9,https://infinitediscs.com/Dynamic-Discs-EMac-Truth,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bfbc00c2-ce5f-4316-9521-40669a062358DSC09425.jpg

Evidence,Dynamic Discs,Mid Range,Understable,5,5.1,-1,0.3,https://infinitediscs.com/Dynamic-Discs-Evidence,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6b2f6898-10d5-463b-90fe-47e05df5b73f1.jpg

Fugitive,Dynamic Discs,Mid Range,Overstable,5,5,-0.2,1,https://infinitediscs.com/Dynamic-Discs-Fugitive,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_de3a8805-5657-4a7a-8d7d-51855627dceeDynamic Discs Fugitive Classic.jpg

Justice,Dynamic Discs,Mid Range,Very Overstable,5,2.1,0.5,4.1,https://infinitediscs.com/Dynamic-Discs-Justice,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d41e4de2-4eb3-4e2f-ba35-d112088536a5Dynamic_Justice.png

Patrol,Dynamic Discs,Mid Range,Understable,5,5,-3,0.6,https://infinitediscs.com/Dynamic-Discs-Patrol,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_75.JPG

Proof,Dynamic Discs,Mid Range,Understable,5,5,-3.1,0.9,https://infinitediscs.com/Dynamic-Discs-Proof,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d27b2153-35c1-4276-9c07-1f7827d0f99eDSC03197.jpg

Suspect,Dynamic Discs,Mid Range,Overstable,4,3.1,-0.1,2.8,https://infinitediscs.com/Dynamic-Discs-Suspect,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_be749033-e6c5-47c8-b3a8-e6620be69861DSC04491.JPG

Truth,Dynamic Discs,Mid Range,Neutral,5,5.1,-0.7,1.4,https://infinitediscs.com/Dynamic-Discs-Truth,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5090f8f4-92ca-4250-bbb9-d4d09accbadbTruth-Classic.jpg

Verdict,Dynamic Discs,Mid Range,Overstable,5.1,4.1,-0.1,3.3,https://infinitediscs.com/Dynamic-Discs-Verdict,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e9a1f581-be96-4be8-952a-1a308974d2eaDSC07078.JPG

Warrant,Dynamic Discs,Mid Range,Understable,5,5,-1.9,0.1,https://infinitediscs.com/Dynamic-Discs-Warrant,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_36b14ccd-eda9-401c-b67c-3f110f4d43d1Dynamic-Discs-Lucid-Warrant.jpg

Deputy,Dynamic Discs,Putters,Understable,3,4,-1.4,0,https://infinitediscs.com/Dynamic-Discs-Deputy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_PaigePierceClassicDeputy.jpg

Gavel,Dynamic Discs,Putters,Understable,3,5,-1.8,0.4,https://infinitediscs.com/Dynamic-Discs-Gavel,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_611838fc-3031-44ab-b8c6-84f34b5cdce7DSC01915.jpg

Guard,Dynamic Discs,Putters,Neutral,2,5,0,0.5,https://infinitediscs.com/Dynamic-Discs-Guard,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_806ede-1017.JPG

Judge,Dynamic Discs,Putters,Overstable,2.1,4,0,0.8,https://infinitediscs.com/Dynamic-Discs-Judge,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6f210195-7556-45ab-8a0c-538b8d08ccf7Judge-Classic.jpg

Marshal,Dynamic Discs,Putters,Overstable,3,3.6,-0.1,1.2,https://infinitediscs.com/Dynamic-Discs-Marshal,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC00525.jpg

Slammer,Dynamic Discs,Putters,Overstable,2.6,2.1,0,3,https://infinitediscs.com/Dynamic-Discs-Slammer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Slammerjammer.JPG

Warden,Dynamic Discs,Putters,Neutral,2,3.5,0,0.5,https://infinitediscs.com/Dynamic-Discs-Warden,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_65cbad2d-fb67-4b2d-a684-59eae7ee6ba9Dynamic Discs Warden Classic.jpg

Apache,Gateway,Distance Drivers,Overstable,9,4,-1,2,https://infinitediscs.com/Gateway-Apache,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6229d527-7306-472e-8760-e9dd94378d9dApache Evolution.jpg

Apex,Gateway,Distance Drivers,Overstable,12,6,-1,1.9,https://infinitediscs.com/Gateway-Apex,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d45003-e58e.JPG

Diablo,Gateway,Distance Drivers,Overstable,10.7,5.1,-0.9,2,https://infinitediscs.com/Gateway-Diablo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0728e3-7397.JPG

Illusion,Gateway,Distance Drivers,Overstable,11,4.9,-0.9,3.1,https://infinitediscs.com/Gateway-Illusion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5cd84829-6678-4b13-8f03-81f4ab16034dGateway Illusion Suregrip.jpg

Journey,Gateway,Distance Drivers,Understable,12.2,6,-1.5,1.1,https://infinitediscs.com/Gateway-Journey,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_12cc59-9782.JPG

Ninja,Gateway,Distance Drivers,Overstable,10.6,4.9,-0.1,2.1,https://infinitediscs.com/Gateway-Ninja,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_372e46-bc93.jpg

Rage,Gateway,Distance Drivers,Very Overstable,10,5,-0.5,3.5,https://infinitediscs.com/Gateway-Rage,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d3ce09fc-7e1c-4a17-b70c-dd2b2246bfd2DSC04098.JPG

Samurai,Gateway,Distance Drivers,Understable,13,5.8,-2.2,1.1,https://infinitediscs.com/Gateway-Samurai,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0499465f-c035-4981-a721-6a123abf3aa9Samurai Evolution.jpg

Siren,Gateway,Distance Drivers,Understable,12.8,4.9,-1.9,1.2,https://infinitediscs.com/Gateway-Siren,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_siren.JPG

Slayer,Gateway,Distance Drivers,Overstable,12.9,4.9,-1.2,2.2,https://infinitediscs.com/Gateway-Slayer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_91b6d6ef-1218-43ee-b400-b918c1c7bd11Gateway Slayer Evolution.jpg

Speed Demon,Gateway,Distance Drivers,Very Overstable,12,3,0,4,https://infinitediscs.com/Gateway-Speed-Demon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_968b59ae-74b8-4d02-8d5f-e375ef1acffcGateway Speed Demon Evolution.jpg

Spirit,Gateway,Distance Drivers,Very Overstable,11.7,3.9,0.3,4.4,https://infinitediscs.com/Gateway-Spirit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f8f9898b-fa8d-4a79-8a9c-2a98bef1aa81Gateway Spirit Evolution.jpg

Apache,Gateway,Control Drivers,Overstable,9,4,-1,2,https://infinitediscs.com/Gateway-Apache,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6229d527-7306-472e-8760-e9dd94378d9dApache Evolution.jpg

Assassin,Gateway,Control Drivers,Understable,8.9,6,-1.6,1.1,https://infinitediscs.com/Gateway-Assassin,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0dfd5730-6b4b-4fff-bea1-2c3296d6ff8cDSC08544.jpg

Blade,Gateway,Control Drivers,Overstable,9,4.7,-0.1,3.1,https://infinitediscs.com/Gateway-Blade,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_076cfa-d863.JPG

Blaze,Gateway,Control Drivers,Overstable,7,4.8,0,2.8,https://infinitediscs.com/Gateway-Blaze,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_02328963-cfc8-4243-af16-4138df9e5f4fGateway Blaze Evolution.jpg

Hybrid,Gateway,Control Drivers,Overstable,7,4,-0.5,3,https://infinitediscs.com/Gateway-Hybrid,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_08a657af-b585-4870-882b-64a2bb9f805bDSC04100.JPG

Sabre,Gateway,Control Drivers,Neutral,8,5,-1,1,https://infinitediscs.com/Gateway-Sabre,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_23317748-4dfc-444a-8986-3ead54c9469dSabre Evolution 2.jpg

Spear,Gateway,Control Drivers,Understable,9,6,-1.9,1.1,https://infinitediscs.com/Gateway-Spear,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b27f65-aaad.JPG

Blaze,Gateway,Mid Range,Overstable,7,4.8,0,2.8,https://infinitediscs.com/Gateway-Blaze,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_02328963-cfc8-4243-af16-4138df9e5f4fGateway Blaze Evolution.jpg

Demon,Gateway,Mid Range,Very Overstable,5.9,3,0.1,4.1,https://infinitediscs.com/Gateway-Demon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_785d5c3f-3bbe-42bc-b285-eef3fed4d140100_4282.JPG

Element,Gateway,Mid Range,Neutral,5,5,-1.3,1,https://infinitediscs.com/Gateway-Element,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9bff7ae6-a047-4f5a-a4a8-6b4ee624369eGateway Element Suregrip.jpg

Karma,Gateway,Mid Range,Overstable,6.2,4.8,-0.8,2.1,https://infinitediscs.com/Gateway-Karma,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_891fb41e-166c-4584-b556-22945c225753Gateway Karma Evolution.jpg

Mystic,Gateway,Mid Range,Understable,5,4.9,-2.1,0.1,https://infinitediscs.com/Gateway-Mystic,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f6808989-12b3-4fef-96ae-880d9e6702b5Gateway Mystic Suregrip.jpg

Prophecy,Gateway,Mid Range,Overstable,5,5.1,0,2.1,https://infinitediscs.com/Gateway-Prophecy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_31cb85-7260.JPG

Scout,Gateway,Mid Range,Overstable,6,5,-1,1.9,https://infinitediscs.com/Gateway-Scout,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_167cb92a-6d65-4e44-9f85-768d4bd93bc5Gateway Scout Suregrip.jpg

Warrior,Gateway,Mid Range,Overstable,5,4,-0.1,3,https://infinitediscs.com/Gateway-Warrior,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_270615a4-52f3-48e6-a7ae-54c919168649Gateway Warrior Suregrip.jpg

Chief,Gateway,Putters,Overstable,3,3.1,-0.1,1.2,https://infinitediscs.com/Gateway-Chief,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bfd8b3-f0e7.JPG

Chief OS,Gateway,Putters,Overstable,3,3,0,2.4,https://infinitediscs.com/Gateway-Chief-OS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1d7d49-4278.JPG

Devil Hawk,Gateway,Putters,Overstable,3,2.9,0.1,2.1,https://infinitediscs.com/Gateway-Devil-Hawk,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6b729978-34c4-4a6c-adae-dc5206f5290aDSC04763.JPG

Magic,Gateway,Putters,Understable,2.3,3.7,-1,0,https://infinitediscs.com/Gateway-Magic,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bc44d3b1-4396-46ed-b1b9-24288cdddd3aGateway Magic Evolution.jpg

Shaman,Gateway,Putters,Neutral,3.1,3.2,-0.6,1.2,https://infinitediscs.com/Gateway-Shaman,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fd15ae0a-1a1d-4ed8-9c66-345284aab7c44.jpg

Training Wizard,Gateway,Putters,Overstable,3,5,0,2,https://infinitediscs.com/Gateway-Training-Wizard,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_cc6a24-b5c7.JPG

Voodoo,Gateway,Putters,Overstable,2.6,3.7,0,0.8,https://infinitediscs.com/Gateway-Voodoo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ee48f816-938e-4705-9c2e-86bb032ec5b4DSC06005.jpg

Warlock,Gateway,Putters,Overstable,2.4,3.7,-0.2,1.3,https://infinitediscs.com/Gateway-Warlock,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_96787737-d461-4e40-b462-6cc6d1050f02Gateway Warlock Evolution.jpg

Warspear,Gateway,Putters,Overstable,2.1,2.6,0,2.4,https://infinitediscs.com/Gateway-Warspear,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c93c2850-7921-4624-a9dc-f6e3a805a72cDSC04753.JPG

Wizard,Gateway,Putters,Overstable,2.5,3.9,0,1.9,https://infinitediscs.com/Gateway-Wizard,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f146d236-13aa-4c6c-aee8-85c5ff8b0f26Gateway Wizard Evolution.jpg

Aztec,Infinite Discs,Distance Drivers,Overstable,10,5,-1.2,1.9,https://infinitediscs.com/Infinite-Discs-Aztec,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9d8fb8-1f38.JPG

Emperor,Infinite Discs,Distance Drivers,Overstable,12,5.1,-1.1,2.5,https://infinitediscs.com/Infinite-Discs-Emperor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e279d9-957d.JPG

Maya,Infinite Discs,Distance Drivers,Understable,11.9,5.1,-2.9,1,https://infinitediscs.com/Infinite-Discs-Maya,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_highres_21.JPG

Pharaoh,Infinite Discs,Distance Drivers,Overstable,12.9,5.8,-1.2,2,https://infinitediscs.com/Infinite-Discs-Pharaoh,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9e7335-ab65.JPG

Slab,Infinite Discs,Distance Drivers,Very Overstable,11.9,3,0,4,https://infinitediscs.com/Infinite-Discs-Slab,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5e4077-039f.JPG

Centurion,Infinite Discs,Control Drivers,Neutral,6.9,5.1,-1.1,1.4,https://infinitediscs.com/Infinite-Discs-Centurion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_29102d-efbb.JPG

Exodus,Infinite Discs,Control Drivers,Overstable,7.1,4.9,-0.5,2,https://infinitediscs.com/Infinite-Discs-Exodus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_newpink.JPG

Scepter,Infinite Discs,Control Drivers,Very Overstable,9,3.7,0,3.9,https://infinitediscs.com/Infinite-Discs-Scepter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC07379.JPG

Sphinx,Infinite Discs,Control Drivers,Understable,9,6,-2.8,1,https://infinitediscs.com/Infinite-Discs-Sphinx,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c040d2-991e.JPG

Anubis,Infinite Discs,Mid Range,Neutral,5,5,-0.2,0.3,https://infinitediscs.com/Infinite-Discs-Anubis,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_AnubisI.JPG

Chariot,Infinite Discs,Mid Range,Overstable,5,5,0,1.1,https://infinitediscs.com/Infinite-Discs-Chariot,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bd52a1-4f14.JPG

Inca,Infinite Discs,Mid Range,Overstable,5,4.9,0,2.7,https://infinitediscs.com/Infinite-Discs-Inca,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Image024.jpg

Ra,Infinite Discs,Mid Range,Overstable,5,4.1,-0.1,2.5,https://infinitediscs.com/Infinite-Discs-Ra,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_rasmall_2.JPG

Cohort,Infinite Discs,Putters,Overstable,3.5,4,0,0.9,https://infinitediscs.com/Infinite-Discs-Cohort,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_rezzies_5.JPG

Myth,Infinite Discs,Putters,Overstable,2,3,0,1.9,https://infinitediscs.com/Infinite-Discs-Myth,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_14.JPG

Ruin,Infinite Discs,Putters,Overstable,3,3,0,2.9,https://infinitediscs.com/Infinite-Discs-Ruin,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_58d89d-daf5.JPG

Scarab,Infinite Discs,Putters,Overstable,2,4,-0.1,1,https://infinitediscs.com/Infinite-Discs-Scarab,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4777a6-26e9.JPG

Tomb,Infinite Discs,Putters,Overstable,3.1,3.9,0,1.1,https://infinitediscs.com/Infinite-Discs-Tomb,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2bb56f-7ca9.JPG

Ape,Innova,Distance Drivers,Very Overstable,13,4.9,0,4.1,https://infinitediscs.com/Innova-Ape,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fedf5173-7e91-4aec-8e72-ff3c13c82214DSC08833.JPG

Archon,Innova,Distance Drivers,Neutral,11,4.9,-1.9,2,https://infinitediscs.com/Innova-Archon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c23120c9-fd12-471f-b744-b38729b243beInnova Archon Champion.jpg

Beast,Innova,Distance Drivers,Neutral,10,5,-2,2,https://infinitediscs.com/Innova-Beast,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05754.jpg

Boss,Innova,Distance Drivers,Overstable,13,5,-0.6,3,https://infinitediscs.com/Innova-Boss,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05742.jpg

Colossus,Innova,Distance Drivers,Overstable,13.9,4.9,-1.9,2.9,https://infinitediscs.com/Innova-Colossus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC08957.jpg

Corvette,Innova,Distance Drivers,Overstable,13.9,5.9,-1,2,https://infinitediscs.com/Innova-Corvette,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_918664-d985.JPG

Daedalus,Innova,Distance Drivers,Understable,13,5.9,-3.5,1.9,https://infinitediscs.com/Innova-Daedalus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_C.JPG

Destroyer,Innova,Distance Drivers,Overstable,12,5,-1,3,https://infinitediscs.com/Innova-Destroyer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_signature.JPG

Dominator,Innova,Distance Drivers,Overstable,12.9,4.8,-0.8,2.2,https://infinitediscs.com/Innova-Dominator,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f62d7c3f-bb2c-4c34-8f5a-728f67036e19Innova Dominator Blizzard.jpg

Firestorm,Innova,Distance Drivers,Overstable,13.7,4,-0.3,2.8,https://infinitediscs.com/Innova-Firestorm,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_firestorm_1.JPG

Groove,Innova,Distance Drivers,Neutral,12.7,5.6,-1.5,2.4,https://infinitediscs.com/Innova-Groove,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e362e50c-f678-42d5-8b38-aee88bf77183Innova Groove Champion.jpg

Invictus,Innova,Distance Drivers,Overstable,10.8,4,0,3,https://infinitediscs.com/Innova-Invictus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_97af4c-01f1.JPG

Katana,Innova,Distance Drivers,Neutral,13,5,-2.7,2.9,https://infinitediscs.com/Innova-Katana,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_82ccd246-3b82-4a71-9818-9ebff72ae52eDSC02557.JPG

Krait,Innova,Distance Drivers,Overstable,11,5,-0.9,2,https://infinitediscs.com/Innova-Krait,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3900638a-f814-4dee-9214-91cf3efd282dInnova Krait Champion.jpg

Mamba,Innova,Distance Drivers,Very Understable,11,6,-4.8,1,https://infinitediscs.com/Innova-Mamba,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f36d0c87-7208-494d-9228-60baca6f4cc7Innova Mamba Champion.jpg

Max,Innova,Distance Drivers,Very Overstable,11,3,0,5,https://infinitediscs.com/Innova-Max,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e605ed4f-74b8-4a9a-9951-5ccb290e6bd0DSC02027.jpg

Monarch,Innova,Distance Drivers,Very Understable,10,5,-3.6,1.1,https://infinitediscs.com/Innova-Monarch,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_03a3d230-a923-4259-94b5-1620fe5ec94bInnova Monarch Champion.jpg

Monster,Innova,Distance Drivers,Very Overstable,10.1,2.9,0.1,4.9,https://infinitediscs.com/Innova-Monster,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_95c42895-f744-4f04-aae2-270807e5c362Innova Monster Champion.jpg

Mystere,Innova,Distance Drivers,Neutral,11,6,-2.2,1.9,https://infinitediscs.com/Innova-Mystere,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_20.JPG

Orc,Innova,Distance Drivers,Overstable,10,4.1,-1,3,https://infinitediscs.com/Innova-Orc,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8c11044e-3586-4a59-8cdf-46c7a3ffbb08Orc-DX.jpg

Shryke,Innova,Distance Drivers,Neutral,12.9,6,-2,2,https://infinitediscs.com/Innova-Shryke,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_PINK.JPG

SL,Innova,Distance Drivers,Overstable,10,5,-1,2,https://infinitediscs.com/Innova-SL,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7b577c9c-55ea-4e02-8ed8-fe0cde7c83e1Innova SL Star.jpg

Starfire,Innova,Distance Drivers,Overstable,10,4.4,-0.4,2.6,https://infinitediscs.com/Innova-Starfire,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2177b474-b3c6-4889-85af-d3e550c95a78Innova Starfire DX.jpg

TeeDevil,Innova,Distance Drivers,Overstable,12,4.9,-1.2,2.1,https://infinitediscs.com/Innova-TeeDevil,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3e88e8c7-51e4-440f-822f-3b34185f8f61Innova TeeDevil Blizzard.jpg

TeeRex,Innova,Distance Drivers,Very Overstable,11,4,-0.2,3.7,https://infinitediscs.com/Innova-TeeRex,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_41b90c88-781e-49dc-92c7-5c48cecc2703Innova TeeRex Star.jpg

Tern,Innova,Distance Drivers,Neutral,12,6,-2.1,2,https://infinitediscs.com/Innova-Tern,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_28642d39-3d51-4d1d-a69a-078759bef96aInnova Tern Champion.jpg

Vulcan,Innova,Distance Drivers,Understable,13,5,-3.6,2,https://infinitediscs.com/Innova-Vulcan,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_318399bf-8320-48c2-9ad0-8a50fcf4a8acInnova Vulcan Pro.jpg

Wahoo,Innova,Distance Drivers,Neutral,12,6,-2.1,2,https://infinitediscs.com/Innova-Wahoo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fe08649c-98a7-4bc4-b694-f3acd8505935Innova Wahoo R-Pro.jpg

Wraith,Innova,Distance Drivers,Overstable,11,5,-1.1,2.9,https://infinitediscs.com/Innova-Wraith,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d80dcbe4-9606-49b6-bbd0-0468287c84e9DSC03235.JPG

X-Caliber,Innova,Distance Drivers,Very Overstable,12,4.8,-0.1,3.8,https://infinitediscs.com/Innova-X-Caliber,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_298cf805-bf18-4c63-a040-f8b13b329ae8IMG_2570.JPG

Archangel,Innova,Control Drivers,Very Understable,8,6,-4,1.3,https://infinitediscs.com/Innova-Archangel,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_26f83ec2-c149-4c3c-8458-aa3146f51224Innova Archangel DX.jpg

Banshee,Innova,Control Drivers,Overstable,7.1,3.1,0,3,https://infinitediscs.com/Innova-Banshee,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4d588a74-83b5-414b-a1f5-ab49d184bc2cInnova Banshee DX.jpg

